text,label
him answering 52 questions in 8 minutes me still on question 1 after 8 minutes,neutral
bro you are actually a god i just took the sat today and it went so well the only thing i did from my previous attempt in august is try using your strategy and my performance magically improved i swear i’ve spent so much time trying to improve i practiced over 3000 questions read prep books and studied under tutoring yet my score decreased every attempt through the past year however you were the only one who was able to help me only other channel is supertutor tv also this happened to be the last sat i could ever take since i’m a senior just wanted to say thank you so much,positive
i answered 52 questions in 1 minute i got all of them wrong though,neutral
you’re honestly the best sat resource that i’ve seen in a while like i have learned so much from just these couple of videos compared to watching sat tips from other bigger channels thank you for all the help and i really love your style of videos ps you’re gonna blow up soon i just know it cuz these videos are actually really informative,positive
ive got my test tomorrow thank you so much you know one of those times when the teachers teach you stuff but then your friend just explains it briefly and easily and you understand just better than the 1 hour looong session thats exactly how i felt anyways thanks again and wish me luck,positive
bro you didnt even just get a 1600 you got every single question right thats crazy,positive
whos taking it tomorrow lesss get it btw anna youre a great human being,positive
im taking my sat in a week and i watched all ur vids in one sitting thank u so much for this i appreciate you 33,positive
im just gonna be real with you if a question says delete the underlined portion as one of the choices 910 times deleting is the best option i never see them put that choice but it doesnt fit,negative
thank you so much you are helping thousands of people by uploading advice on how to be a smart test taker and using common sense to your advantage the main thing about the sat is staying calm and knowing what to do you are helping a lot with both of those,positive
i am giving the sats this saturday and when i say this i mean it this is by far the best video i have watched on the reading section the double trick worked so perfectly for me in the practice test may god bless you,positive
i watched all the videos in your playlist theyre very helpful you are one of those very few people that actually show something useful rather than bragging thank you ,positive
i’ve watched so many videos on sat studying tips but none have actually gone into detail usually just recommending sites to use all your videos have seriously helped thank you so much,positive
if youre taking the sat soon good luck,positive
my physics teacher last year made every answer on our test c,neutral
imagine having the test with the fifth possibility e none of the above,neutral
you know the school system is bad when people are posting how to guess the answer to a question,negative
1 whats 11 a 2 b 3 ok it has got to be a 2 whats 22 a 4 b 5 easy its a 3 whats 00 a 0 b 871688178753 i have picked a 2 times now i think its b,neutral
me circles d three times in a row also me sweats nervously nah bro they gotta be trickin me,neutral
plot twist hes filming this in class and the teacher is waiting for him to finish before sending him to detention,neutral
“primary definitions are almost always wrong” me nods and chooses the answer that says blend means to quietly assert,negative
i couldn’t do this i’d get anxiety and triple check the passage,negative
definitely a good sign that these tests are worth the paper they’re printed on when people are more focused on minmaxing time spent per question without even reading the passage as opposed to engaging with the content as it would’ve been covered in class way to go college board,positive
learn more in less time through my 6 hour sat math course for a perfect score use code first100 for a serious discount,positive
life if you’re gonna get that 1500,neutral
good luck on your sats for those of you that are nervous just remember that once you get into college this test will not matter anymore so dont treat it as life defining or anything,neutral
now this is a real sat guide all of the points you made are very realistic and factual im taking mine in october and i was afraid the way i was studying was wrong but you confirmed to me that i was studying right thank you so much,positive
i love good sat scores im gonna get that score i got this you guys got this lets gooooo,positive
august sat would be my first attempt and hoping to give my best ,positive
i hope everyone taking the august sat gets their target score,neutral
i love good sat scores im sure i can still do a lot in these final two weeks thank you for this video,positive
like literally youve made me improve my confidence in aceing this test,positive
i love great sat scores hoping for a 1540thanks for the video,positive
i did extremely well on the sat i went to a great college where i met my current lovely wife soon i reached my phd in physics i got a job as a professor at harvard university and at around 37 years and of age i had my first child a gorgeous baby girl later on i earned my most prized achievement the nobel prize for figuring out how to manifest the theoretical push of gravity into an accessible fuel source boy how i love sims,positive
i got a 1500 on my sats i went to a community college got my associates transferred to a 4 year college did super well there went to school of medicine at uw and im almost done with my residency,positive
how the hell you get 2200 out 2400 and end up working at buzzfeed,negative
these people all got better scores than me i think the sat shows how well you can take a testnot how well you understand the subject im a terrible test taker,negative
no talking during the exam you all failed,negative
dont stress about it you have the pressure of scoring in the 90th percentile and not doing the worst out of all your friends your family is counting on you to get a scholarship and go to a top school its highly competitive youre competing not only with kids in your state but students in all 50 states and this is basically the test of your lifeother than the grad school exams mcatthat determines community college or top university and the difference towards getting more money towards your pay check sure dont stress about it,neutral
this is the entire problem with the sat system its not about the knowledge its the tricks in taking the exam things like sat prepping and all other things should not be encourage when taking it in real statistics term the results you get from taking the test are false because youve practice to jacked up your score,negative
they got high scores i got a 1800 and i thought i did good,positive
no way these sat scores were accurate 2300 out of 2400 yea okay someone doesnt know how the scoring works,negative
first of all let me clear up the misunderstanding about why asians do well in life we do not always send kids off to academic supplements sat study classes etc obviously there are those parents are ultimately force their child to go but there are a plethora that do just as well if not better on these types of activities sat act gpa school etc without any additional help aside from a practise test book from the local library that is me and i can affirm that for many asian kids we have an inherent need to do good make our parents proud no matter how much pressure we have and have a highlevel job and go to ivy league schools in order to help support our parents later in life since they spend all of their savings on us we push for the best because of our work ethic not because all asians have oh so much money for the majority of our parents as immigrants it is nearly impossible to imagine the labour the hard work the exhaustion and the prejudice they have faced in the past all to provide their children with more opportunities it is not that asians are inherently smarter or richer or more privileged in any ways although there are those select few but because of the bitterness we have faced to shape us into who we are today asians are no different from others of ethnic origin to say mexicans africanamericans indians and other disprivileged minorities in the states the only difference is how we choose to approach life and its difficulties do we lie down and wait for others to donate things to us or do we choose to fight until the end i am not trying to start up any racial slurs cursing or insultations of any kind just putting out a thought and consideration for you all obviously there are many successful talented and kind people from all ethnic origins as well as bad ones but i am just making a point here why would the highlevel universities offer an easier acceptance rate based on race rather than achievement if they did not truly believe in the concept of racial preference or racial advantage note i put that in quotations meaning i myself do not think that is a fact there are hardworking and lazy people smart and ignorant good and bad in any race it is just how we choose to present ourselves and represent our beliefs and race to the rest of the generalising public so tell me why should one race get more sympathy or preference over another can we not just all be equal human beings it is like saying red is better than pink why oh because it is true without an explanation so what the lady teacher in the video says really hit me due to how personal it felt as a 10th grade chinese girl and i wanted to share the truth to everyone thank you for understanding with an open heart and mind and hopefully we can all start changing society little by little with messages like this no enmities i hope,positive
full algebra playlist hope this helps with your review,positive
can we just appreciate my guy sitting there for 35 hours and making this video thanks a lot for the help man,positive
just think abt itwe were just freshman not worrying abt this test,neutral
ur god sent thank you,positive
this is legitimately the only long sat prep video i could sit through all of the other people who make these videos have absolutely zero personality lol thank you for helping so many of us juniors i feel much more prepared now than when i took it back in december,positive
who here is taking the sats on march 13 i’m going to save this for the day before  update the test wasn’t that bad i think i was pretty confident but definitely need more practice on math the videos helped a lot and i’ll try to watch more,positive
when i grow up and have enough money to support myself i am going to make sure reimburse you for how much you have helped me out throughout all of highschool i started off with a 640 on math when i took the august 2020 sat i started to watch your vides and i improved to a 730 on the december 2020 sat aiming for a 750 this time around and i am so confident because of all the practice materials you have provided to us for free from the bottom of my heart i thank you so much,positive
i just felt such a rush of emotions and just appreciation for you as soon as you told me about the time stamps the dedication and commitment you have to providing us with the best chance to succeed is truly admiring thank you  ,positive
i was just watching your 50 25 sat problems videos throughout this week ahahah thank you so much for making these they’re really useful,positive
bruh i just took a practice test after watching your first full review i went from a 580 to a 720 in maths went down in reading though 590 to 570 but anyway thank you so much turning off adblocker specifically for your videos i truly appreciate it edit now i got a 770 on the actual exam i have a chance of my dream school cause of you thank you,positive
just found out i have to take them in less then a week super stressing rn i feel so unprepared thank you this was so helpful,positive
i’m taking my sat in march and i want to get between a 13501450 and i have the same book and i’m just ready to use your plan and grind it out for the next month thanks for all the tips,positive
this is my junior year of high school and all i can think about is scoring a high score on the sat along with my 2 ap classss i just took the psat today and i won’t be getting back results till december in the meantime i want to create a study plan where i can get in practice every day and take practice tests on the weekends i have the rest of my junior year to study and i’m aiming for a 1400 at highest i hope your tips work for me,positive
just want to put it out there that you don’t need to buy the prep book to access the eight official sat practice tests they are available online on the college board website and free for you to download and print also khan academy allows you to take those tests on your computer or just input your answers and they will score it for you and give you practice recommendations,positive
this girl is an actual genius i studied for 5 months and barely got a 1500,positive
as an international student your tips are helping me a lot thank you so much for it,positive
thank you this really helped i only have 2 weeks left until i take my sat so hopefully i will do well i hope you make more great videos,positive
i am an international student i have my final high school exams in 5 months and thats the biggest external exam taken in my country and at the same time i have my sats in 2 months i really love your study plan and really hope it will work for me too,positive
omg the fact that you said that all i need is a month and a half makes me feel so much better that is the exact amount of time i have leftactually theres even 5 extra days since my test is on june 5 and i was just panicking because i just started revising today thank you for relieving my stress haha,positive
i got the same psat score and had that same “omg i need insane scores to get in” moment but with princeton lmaoo i have a 760 reading and 650 math hopefully i’ll be able to get my math up by december 4th,positive
hope everyone gets a perfect 1600 ,positive
my predictions will edit after i get results readingwriting 710740 math 790800 overall 15001540 edit 1 a few hours after taking the test feel really confident about the math section reading was way easier than usual and writing had a bunch of easy questions but had a few that i couldnt figure out the differences parts of sentence replacement not grammar edit 2 12 months after taking the test yea i forgot about where i left this comment anyways i took two sats march 2nd school day and march 12th 2nd rw 750 math 790 overall 1540 12th rw 760 math 800 overall 1560 superscore the same as 12th honestly surprised with readingwriting especially the reading section i missed 1 reading on the 2nd but that was 40 subsection so didnt matter and 4 on the 12th 5 writing on 2nd and 1 on writing math i missed 1 question due to not reading carefully and 1 because i didnt know how to do it on the 2nd but perfect score on the 12th if i got the reading section of the 2nd and the writing section of the 12th on the same day i could have a score of 1590 definitely not taking the sat again,positive
thank you for all your advice tomorrow is my big day so fingers crossed ,positive
perfect timing i was just about to look for some last minute tips for my test tomorrow ,positive
my predictions readingwriting 700750 math 650700 i’ve never done too great i’ll update later alright post test predictions i truly have no idea i was so hopped up on adrenaline the whole time that i could have gotten anything right or wrong and i hardly remember time for the waiting game isuppose,neutral
my predictions readingwriting 630680 math 750800 overall 13801480 edit after taking it readingwriting 620660 math 710740 overall 13301400 my results readingwriting 650 math 720 overall 1370 im just going to keep this score i have been studying for over a year now and it’s not going to improve,negative
my prediction math 650680 reading 620650 goal 1300,neutral
i’m having sat today and it’s 458am right now… i am so excited yet nervous ,positive
my predictions math 790 readingwriting 620 total 1410 omg since this is my last chance i’m really nervous right now i really hope that everyone’s hard work will pay off 3,positive
my prediction 790 math i will miss 1 question because i either miscounted squares on a graph or multiplied numbers wrong 740 reading writing i will do something stupid 1530 overall,negative
preach race doesnt determine scores it all depends on your work ethic motivation and positive influences on your life,positive
her if you have a month left you can study for like 3 hrs everyday me uh my sats are literally in less than 2 days,neutral
the sat black book really helped me i got a 1230 without studying the first time then i got a 1400 the next time after studying i’m aiming for 1480,positive
im a junior whos trying to get a 1470 on the sat this year i took it last year and got a 930 i have to study like hell,negative
you got a 1310 on your very first try that’s crazy,positive
i didn’t even know what the sat was until sophomore year because my parents didn’t know much about how the school system worked here and i’m the oldest so it’s all firsts ,negative
watching this as a senior is too late lol  please don’t procrastinate like i did study a lot,negative
title how i got a 1500 on the sat and how you can too me bet,neutral
hey you if youre reading this and youre about to take the sat i just wanna say youre gonna do great if you want more motivation if you wanna be hyped up a lil more keep reading while i was studying for my sats i kept telling myself this is the only thing thats academically important to do that is secluded from school meaning that there are no teachers or classmates to hinderinterrupt your learning this test is 100 the amount of effort you put in so thats just really something to think about while youre going into this test i wish you all the best 3,positive
idk if everyone has access to khan academy but that helps too and provides practice,positive
can we get a video on how a company that sucks so much money out of students is supposed to be nonprofit,negative
so 4 mistakes in math takes you down to 710the things people do for money,negative
so i took the sat practice test 10 right i usually score 13601400 on a practice test i make a total of 5 mistakes on the math section on a bad day which is what happend usually it will translate to a score of 730740 i did pretty well on reading 3352 and writing 4044 sections im excited to calculate my score and then i see the horrific truth 4044 in writing is translated to 330 70 points deducted for 4 wrong answers 3352 is translated to 280 fine 5358 is translated to 710 90 points deducted for 5 wrong answers a total of 1320 even though i did exteramly good in the writing section just above averge in reading which is a totally flawed section but thats another topic and amazing in the math section i got a just above average score that gives me no chance hypothetically to get into my dream school am i a joke to you,positive
thank you for your video could you arrange a video for the international students application for scholarships where are the official dependable web sites the requirements everythings,positive
i like how most people are trying to dislike this video ,neutral
i remember a few years back i got a single question wrong on the psat reading section and it dropped me three points out of the 38 possible explain to me how its not curved,negative
can there also be a video about sat subject test scoring,neutral
the sat is curved unless the math section has been changed since 2015 i took my exams in 2002 so i really wonder what has changed since that amazing time,neutral
can you please do a video on how the math section on the sat is scored,neutral
the fact that they don’t score on a curve is a completely lie and was contradicted in the video what do u call saying that one test is harder than another so they can get more wrong even if this is true there are so many ways to combat this with still making sure that there is no cheating this is especially true in the math section where y literally have to change numbers because the concepts that you are testing should be the same or relatively similar and even though this may be harder for the english section when it comes to the documents and essay there are still many ways to make sure that there is not too much of a differentiation that it would merit a curve because there is no other word for what ur doing,negative
want to read these tips instead of watch check out the blog for this video,neutral
1 come up with a pacing strategy 2 review previous tests 3 rework old mistakes 4 review concepts youre always struggle with,neutral
who’s reading this the day before their test,neutral
everyone reading this message for september 26th lets get those 1500 scores update it worked i got a 1550,positive
i am one with the sat and the sat is with me i am one with the sat and the sat is with me i am one with the sat and the sat is with me i am one with the sat and the sat is with me edit it worked,positive
im gonna take my sat tomorrow december 4 we got this guys will update the score soon,positive
good luck to everyone who is taking sats on october 2 lets get iiiiiiit 1500,positive
i hope everyone myself included does well on the test tomorrow good luck yall,positive
brace yourselves march 10th is approaching hopefully everyone gets or surpasses the target score they had in mind,positive
if you’re taking the sat on may 4th i wish you the best of luck you got this,positive
shawn you are correct about what’s going on out here in these churches can’t rely on these pastors they are all about the cash not saving souls most of them are bad,negative
forgive them lord for they not know what they do,neutral
i use to be mase sunday school teacher in atlanta when he first got started… he got my home girl number off the membership list and he was dating his secretary at the time… my home girl told me she would be in the tub while talking to him… he asked her… “you want to get to know mase the man or mase the man of god… mase is the biggest hypocrite pastor out there i know from personal experience…,negative
pac sang bout god in his lyrics way more than mase ever has or did real talk,positive
speak brother some of us still have morals thank you,positive
mace messed up this time he signed with snoop omg,negative
 pastor has more shows just about every week more than a rapper ,positive
tell mase we dont need him rapping about nothing we not out here miss him go home mase,negative
this why i love you had a long work week thank you im hollering,positive
didnt snoop and diddy just announce some joint badboydeath row collabo to bury all the beef from the past and spread love and now snoop just signed mase,neutral
if youre looking for a paid tutoring service the one i used was the online version of prepscholars test prep its the one ive recommended to all of my friends and already plugged in basically all my videos and in my opinion its the prep company that most closely matches the questions and format of the actual sat sign up with this link and ill also get a commission which really helps out the channel,positive
final sats in 10 hours and this is literally the bestand most sincere¿sat prep video on the internet congrats on your score and thank you sm,positive
my sat is literally tomorrow and i am now mentally falling apart significantly less because of this video massive congrats on your 1600 goals,positive
thank you so much this was very helpful here is a summary if anyone needs classify mistakes dumbproblemconcept write down essential formulas read the whole problem before solving read all the answer choices pay attention to specific needs of the question slopethe bigger the steeper consider real life applications plug in s if stuck use ur calculatorintersection y intercept quadratic formula double check especially easy ones less frequent bubblingbubble at the end,positive
you are the only person ive seen who break down so many aspects in your series just watched the reading and writing videos,neutral
wow this is actually very thoughtful of you sharing your tips tricks and experiences i’m taking my first psat soon and your videos have inspired me to start seriously studying thanks and a hearty congrats on your 1600,positive
i’m studying for the sat in 1 hr the test starts in an hour i’m literally on my way to school now and haven’t ever studied for the satever no worries i have nothing to lose since my universities have the sat as optional,positive
i currently have a 1370 m 670 rwl 700 from my last two sats and im taking it again this coming saturday aiming for a 1420 or higher and since watching your two tips videos i got a 1430 on my last practice test and am feeling so much more confident going in this time thank you so so much for these videos,positive
a lot of times plugging in the answer choices is much faster than trying to solve the question in a traditional way take advantage of a multiple choice test,positive
congrats on your perfect score anna you are doing an incredible job helping others to get a high score,positive
i agree with you it doesnt make sense for someone to go to a comedy show and be madin reality comedians are a stress reliever,negative
this shit was funny as hell and educational the woke people will really enjoy it katt is a genius and so is chappell different styles of genius,positive
it’s funny when girls say “i got surgery but i went for a more natural look” me like a natural look doesn’t require surgery though because it’s “natural” some people are ,positive
people are in hate mode he is a truth teller im so sad that people are sick ,negative
kat williams is real n funny as hell,positive
love that you stay true to yourself when it comes to speaking your mind,positive
get to the point where anyone thinks hes going to lose sleep the brother is to real and funny,neutral
katt has always said what he thought was happening in this country whether you like it or not he was right on about biden and obama i didn’t fall out of my chair laughing but he was right on,positive
i havnt watched it yet but since you find it funny i’m def going to watch i give credit to kat alone for going up during these times and still giving comedy to those of us who can handle it,positive
i saw the netflix special and he was truthful and funny,positive
want to beat the sat in just 10 minutes a day get your everydae personalized study plan ➜,neutral
i’ve used this twice for my practice exams feels super real  thank yall,positive
please remain quietly in your seat until i dismiss you video ends without him dismissing us well i guess ill have to sit in this seat forever now,negative
just took a practice test my score was a little lower than what i was aiming for so im glad this was just a practice ill be coming back next week for another practice hopefully ill come back with an even higher score,positive
thank you i will be using this on all of my practice tests so i can prepare,positive
im raising my hand right now and a proctor hasnt come i even tried replaying the video,neutral
hey i’m writing in december how do i use my sat to apply for scholarship as an international student do i need to write sat subject test as welland are we still writing the sat essay,neutral
i will use this as a timer for cooking ribs,neutral
can we stay in hall during breaks,neutral
sometimes im just taking my test and the voice scares me loooool im like where is that coming from,negative
woah there checkout my sat math course for a perfect score use code first100 for a serious discount,positive
this man is single handedly about to get me a 1500 on the sat,neutral
hey ritesh your doing a great work helping us with sat but it would be so much more helpful if you make a video on sat reading how to solve the section under or in 13 minutes,positive
hey ritesh you said that 3044 questions are grammar rules what about the rest of the questions how can we answer them correctly does it come with practice,neutral
the only part i used to struggle with was reading ,negative
hey you are doing a great jobhelp me pass my sat on august,positive
good luck everyone,positive
thank youu ,positive
 feeling kinda good for being in cbse board,positive
how to compete an entire passage within 13 minutes even after so many attempts im still taking 1617 minutes to complete one can you help me with any tip,neutral
taking the sat on saturday good luck to everyone else who is doing the same,positive
the best sat cram tip is to not cram the night before get some rest and relax when you get to the testing site don’t let anxiety work you up too much,neutral
thank you you caught me while doing exactly this wooooooooooooooooooo i found this channel cramming wish i found it while writing my essay it would have saved me a lot of stress though i think i did well enough on them,positive
taking the sat tomorrow ill come back when i get my scores my first psat score was 1140 so hopefully itll be higher than that,positive
hello brooke we have loved all your videos and found them very helpful i was trying to look about pricing to see if you review essays my daughter has already taking her sats but we are wanting some advice on which is the best essay to submit and to review the content is this something you or your other staff do please let me know thank you,positive
taking mine after tomorrow havent even prepared adequately for it this is when i want to start studying,negative
that last tip was clutch i was pretty confused on how to do that one,neutral
very informative,positive
school told us this was happening the week before the test i have roughly 9 hours until i take it cheers,positive
i did better on the sat i didn’t study for,positive
i offer my prayers and condolences to every child whose parents showed them this,negative
that dad is so peak indian dad energy yes you achieved the perfect score but you still could have done better,positive
honestly really proud of this guy hope he thrives to do more extraordinary things,positive
it’s every indianasian parents worst nightmare for their kid to get a score physically impossible to improve or get better on lol,negative
dude didnt even care much to study and still got a perfect score hes a natural genius,positive
son perfect score on sat indian dad starts with a complaint of him not getting up early understandable,neutral
it’s always great to see lil kids doing well for themselves that’s actually really cool,positive
this is a once in a lifetime achievement one that he will probably never repeat there is no need for him to do it again we all know trying to achieve top marks is hard enough but when you are constantly pressured to do so it is definitely mentally taxing,neutral
holy smokes his dad was so critical throughout the whole thing ,positive
hope that dude gets into the college he wants his parents should be so proud,positive
practice makes perfect good luck to everyone who is trying to take the sat and thanks bro,positive
these tips are the perfect mix of practical and motivational thank you hafu for always helping us ,positive
i got a perfectscore looks at camera in shame that he didnt get extra credit,neutral
as a non native it is harder i̇t will be third time that i take it i want to score more than 1400 and it is on 26th september i̇nşallah it will be better my advice for non natives first learn english well then start sat read lots of books,neutral
i recently discovered your channel and i’d just like to say thank you for these very useful campus tours i haven’t been able to find any tours of certain campus more so any that actually go into the buildings and explain the cool features of these universities i can’t wait to see you do standford princeston ucla berkeley and the one i hope will be your next yale,positive
hey guys i got 1160 530e 630m on my first sat last year now i am reappearing on 14th march any tips on how i can get 1500 this time,neutral
this is one of the best youtube channels yet your videos are so productive bro its totally refreshing i love it so much you ,positive
i just started highschool freshman year and this will help me in 2 years thanks i want to go to mit,positive
great video could you do a video on how to get into the ivy league universities as an international student,positive
just found your channel excited to find others who make genuine academic college content,positive
跟老马学英语！30天练出自然听说能力。看看目前可报名的英语课程： bitlylmkecheng,neutral
還記得當時在師大附中數資班高一時，大家一群朋友無聊就一起寫了美國sat的數學考試，6個人裡面就只有一個人錯了1題  整個對自己數學能力信心大增 然後去寫數甲就爆了，乖乖唸高二高三,neutral
東西方對學習的出發點有蠻大的差異 導致課程的深度也相對不同 但是最終還是要有靈活的思考 不僵化於學科 尤其在大學以後要更精進於學問的研究 才能有所成就,neutral
你应该找高中毕业生来做更有参考价值，很多大学毕业或者大三大四都开始忘了以前的知识了,neutral
these people are not high school students they have forgotten some stuff even then the 670 average is a lot higher than the national average of 528 as you have claimed this is more than 1 standard deviation from the mean and almost 2 standard deviations i would think this concludes that chinese people are on average good in sat maths instead of looking at a fixed cutoff score of 700 and concluding that they are not that good,negative
身為一位高中生，我看這份卷子似乎頗簡單的……好像還比段考簡單些,neutral
這些問題普遍淺白，應屆高考生真的隨手為之拿個700分以上學渣除外 ，但叫來一些畢業已多年的大學生去做就有點強人所難,neutral
我看起來覺得都是高中的數學會學到的部分吧 順便一句，通常很多人高考考完，放一個暑假就幾乎忘光了，不然就要想很久 建議可以找找台灣的數學高考試題（我們這邊叫基本學歷測驗，簡稱學測） 大概從2001年往前找題目都很不錯的,neutral
剛剛看了其中兩條multiple choice題目 發現都很簡單，都能10～15秒內心算出來，現在才知道sat的試題這麼簡單。記得38年前剛念高中的時候，考試題目比這些艱深。,neutral
我知道高考比台灣的難很多，但就這份考卷，我覺得台灣的高中生來做也覺得很簡單,neutral
he didnt ruin your lives when that money was coming in,neutral
money goneeverybody’s story has switched upthe parents are guilty as hellkids traveling and gone for days with grown folkmoney fame sex lies it’s a damn farce,negative
parents pimping their kids and thats pure evil and they dont care why aint they being held accountable,negative
if you going to charge r kelly make sure you charge the parents too,neutral
all need to be on trail parents pimped out their kids they’re all guilty,negative
if r kelly goes to jail all the parents of these young ladies need to go too,negative
sad but no judgement was he wrong hell yeah but without the enablers he wouldve never gotten away with this everybody was wrong,negative
why didn’t they act like this years ago now all of a sudden they mad smh this trial is full of hypocrisy,negative
the parents need to go to jail for allowing their daughters to be allowed to be with r kelly,negative
whats done in the dark comes to the light all i can say is if there are some women using these types of schemes to just get a bag please do better because theyre actual victims out here of rape or molestation,negative
hey guys you can check out soflo online sat tutors from georgetown and princeton students average improvement of 110 points and you can qualify for free tutoring through their scholarship program,positive
sis got a 100 on the math part,positive
just a little note for those who are frustrated and are unable to improve your sat score it is not the end of the world my sat score was 1250 but i focuses a lot of my supplements and other parts of my application and i was able to get into my top choice school nyu so don’t lose hope and give it your all,positive
this freaking girl got a 1500 on her freakin psat with no prior practice like wtf i can dream to get that score,negative
to the highschoolers who are prepping and studying for the sat study hard and try your best don’t beat yourself up if you dont end up getting a perfect or high score im a third year in college and i wish i could go back in time to tell myself the same advice,neutral
i dont even have an idea how exactly that sat thingy works but congratulations jasmine im happy for you and im also pretty sure 5hese tips will be helpful for other tests too ,positive
i see a lot of people worried about the sat in the comments and first of all congrats on your score jasmin that is an incredible achievement however i just want others to know that the sat and college admission isnt all in life so dont stress much about please i know someone that got a 1040 and he went to uc santa barbara its more important to worry about your being and your mental health the sat made me lose one of my best friends after he went insane trying to get a perfect score sometimes being smart just doesnt come naturally but its not all that there is to life if you read all the way thank you and remember selfcare is key,neutral
wait you got a 1500 without any preparations people cant even get that scores after so many practices,negative
i feel like a big part of the sat is to be a good test taker there are plenty of very smart people who are not good test takers the sat just does not measure you college readiness well in my opinion,negative
good luck with college apps,positive
i got a 1190 on my first practice test then a 1470 after two weeks of studying and 1530 two weeks after that ive still got a baaad feeling about the real thing tho,neutral
as a junior almost halfway through my year im quite surprised that i never thought hard about taking this test i never focused on what i need or when i will this really makes me realize how its a new complete thing to work hard on and im scared but thankful to see this video,positive
her “in my diagnostic tests i was consistently getting around a 1350” me with my 1010 on the psat ,neutral
ive been tutoring the sat for 29 years this version of the test is the fourth version i have taught im very happy with this videos emphasis on quality studying over cramming and using actual sat questions the stressing of analyzing your wrong answers to see how you could get a question similar to it correct in the future is exactly how to go about it i have an important side note the fact that a student needs to do all this prep just because the test is a mass of eccentricities is one of many indicators of just how bogus the sat really is,positive
love this taking mine aug 29 so definitely came at the right time,positive
i’m currently using the sat prep black book and it has helped me a lot i never would have gotten one if it weren’t for your recommendation thank you ,positive
hi i am a junior and i am starting my first sat in october 3rd i got college panda math reading and writing books along with the sat study guide blue thick book i have all the summer to myself i’m willing to study 4 hours a day 1 hour on each reading math writing and study guide every sunday i take a practice test from blue book i have 4 months in total if i kept the prioritized scheduled and i’m dedicated is it possible for me to score atleast a 1400 i’m willing for that goal just needed your input thanks for the video,positive
hi this video was super helpful i am currently a incoming junior in high school and i am planning to selfstudy this summer and take the exam in the fall,positive
tan youre amazing and inspiring im a 23yearold international student and this video helped me a lot 3,positive
i’m gonna take my sat this october and will be starting my prep from tomorrow genuinely this was the best pre preparation guide video with info about everything i’m gonna need from a helpful time schedule to good books for the test thank you so much ,positive
aiming for 750 on readingcheck out supertutortvcomsuperseminar for our 2hr pop up class w brooke learn fast with brooke 2 hour live sat crash course work on your common app essaypersonal statements w brooke  save 10 off our group essay class when you use code essay10 no price adjustments on previous purchases offer ends august 27 2022 1159 pm pacific time sale only valid on essay course,positive
this is a great idea for people who need help timing and focusing on the sat keep it up everyone,positive
125 section 1 reading 11715 section 2 writing 15315 section 3 math no calculator 22435 section 4 math calculator,neutral
it really is scarier than the real test why because i have to score my test and my parents can see them instantly instead of a big break to emotionally fortify yourself for the scores,negative
10min break timer starts me turns to stuffed animal whatd you think about that reading section,neutral
tips for my incoming practitioners try to recreate the entire atmosphere to get more accurate results wake up at around the same time as the actual time shown in the video 800 am,neutral
just took my first practice test with a mask,neutral
this is really helpful wish i found it earlier now ive got two days till the sat but thank you,positive
this is like the sixth time ive used this thank you so much this is so helpful,positive
her ok ten minute break me time to have a ten minute power cry over my failed reading section that i rushed through because i was running out of time,negative
the first 100 people to fill out this sat course form will get a 25 off of my sat math course going live this february 2022 25 years of straight genius sat math knowledge compiled into 56 hours of content that will set you up for a perfect sat math score be sure to fill out the form asap as i expect it to be full very quick,positive
“create an sat study regime” me watching this video the night before my test edit i got a 1240 and this is all i watched to study not to bad,positive
literally gonna cry my sat is tomorrow and i’m freaking out i’m usually better at reading i got a 650 on the practice i got a 440 on the math y’all pray for me lmao,neutral
thank you for this taking the march sat and these tips were just what i needed,positive
just study early do practice questions and understand the structural similarities between the questions my biggest regret was not studying for it i got a 1190 luckily i get automatically accepted into ucf as a top 10 knight so we chillin,positive
i promised myself months ago id start studying for sat here i am with no practice and my tests tomo lmao,negative
watching this 20 minutes before my sat ,neutral
i cant wait to be done with this sat so that the burden can be lifted,positive
im taking the march one and i am starting to study for it khan academy seems like the most useful,positive
i love how the first thing this guy says is a study regime and here i am 2 days before the sat having studied for maybe like 20 minutes watching this shit,negative
want to read these tips instead of watchcheck out the blog for this video aiming for 750 on readingcheck out supertutortvcomsuperseminar for our 2hr pop up class w brooke learn fast with brooke 2 hour live sat crash course work on your common app essaypersonal statements w brooke  save 10 off our group essay class when you use code essay10 no price adjustments on previous purchases offer ends august 27 2022 1159 pm pacific time sale only valid on essay course,positive
also remember if you got a good sat score but want a better chance at earning merit scholarships grants apply to some schools that accept lower sat scores than you have you have a much better chance at earning great merit scholarships vs at top schools where youll be competing with a lot more people with similar scores thats what i did and ill be graduating debtfree from my university save that money for grad school or buying a house,positive
i got a 1460 790 math 670 english and i got into duke my gf didnt submit her sat score and she got into harvard scores are a small part of the application maybe smaller than we think,neutral
i got an 1190 on my sat applied test optional and still got into one of the “excellent” schools don’t stress your score is not everything especially if you have good extracurriculars or an interesting story,positive
